nombre_completo;legislatura;nombre;apellidos;distrito;partido;familia_partidos;ideologia;id_dip
Luis Prieto Jimenez;1931-1933;LUIS;PRIETO JIMENEZ;Murcia;PSOE;Socialista;I;752
Jose Ruiz Del Toro;1931-1933;JOSE;RUIZ DEL TORO;Murcia;PSOE;Socialista;I;833
Laureano Sanchez Gallego;1931-1933;LAUREANO;SANCHEZ GALLEGO;Murcia;PSOE;Socialista;I;870
Melchor Guerrero Periago;1936-1939;MELCHOR;GUERRERO PERIAGO;Murcia;PSOE;Socialista;I;424
Francisco Felix Montiel Jimenez;1936-1939;FRANCISCO FELIX;MONTIEL JIMENEZ;Murcia;PSOE;Socialista;I;619
Amancio Muñoz Zafra;1936-1939;AMANCIO;MUÑOZ ZAFRA;Murcia;PSOE;Socialista;I;646
Pascual Tomas Taengua;1936-1939;PASCUAL;TOMAS TAENGUA;Murcia;PSOE;Socialista;I;945
Luis Prieto Jimenez;1933-1936;LUIS;PRIETO JIMENEZ;Murcia;PSOE;Socialista;I;752
Jose Ruiz Del Toro;1933-1936;JOSE;RUIZ DEL TORO;Murcia;PSOE;Socialista;I;833
Bienvenido Santos Borrego;1933-1936;BIENVENIDO;SANTOS BORREGO;Murcia;PSOE;Socialista;I;886
Alfonso Quintana Pena;1931-1933;ALFONSO;QUINTANA PENA;Orense;PSOE;Socialista;I;765
Amador Fernandez Montes;1931-1933;AMADOR;FERNANDEZ MONTES;Oviedo;PSOE;Socialista;I;318
Teodomiro Menendez Fernandez;1931-1933;TEODOMIRO;MENENDEZ FERNANDEZ;Oviedo;PSOE;Socialista;I;589
Jose Mouriz Riesgo;1931-1933;JOSE;MOURIZ RIESGO;Oviedo;PSOE;Socialista;I;637
Manuel Vigil Montoto;1931-1933;MANUEL;VIGIL MONTOTO;Oviedo;PSOE;Socialista;I;1001
Graciano Antuña Alvarez;1936-1939;GRACIANO;ANTUÑA ALVAREZ;Oviedo;PSOE;Socialista;I;66
Inocencio Burgos Riestra;1936-1939;INOCENCIO;BURGOS RIESTRA;Oviedo;PSOE;Socialista;I;160
Amador Fernandez Montes;1936-1939;AMADOR;FERNANDEZ MONTES;Oviedo;PSOE;Socialista;I;318
Mariano Moreno Mateo;1936-1939;MARIANO;MORENO MATEO;Oviedo;PSOE;Socialista;I;631
Belarmino Tomas Alvarez;1936-1939;BELARMINO;TOMAS ALVAREZ;Oviedo;PSOE;Socialista;I;943
Matilde De La Torre Gutierrez;1936-1939;MATILDE DE LA;TORRE GUTIERREZ;Oviedo;PSOE;Socialista;I;948
Amador Fernandez Montes;1933-1936;AMADOR;FERNANDEZ MONTES;Oviedo;PSOE;Socialista;I;318
Veneranda Garcia Blanco Manzano;1933-1936;VENERANDA;GARCIA BLANCO MANZANO;Oviedo;PSOE;Socialista;I;355
Teodomiro Menendez Fernandez;1933-1936;TEODOMIRO;MENENDEZ FERNANDEZ;Oviedo;PSOE;Socialista;I;589
Matilde De La Torre Gutierrez;1933-1936;MATILDE DE LA;TORRE GUTIERREZ;Oviedo;PSOE;Socialista;I;948
Crescenciano Aguado Merino;1933-1936;CRESCENCIANO;AGUADO MERINO;Palencia;PSOE;Socialista;I;13
Juan Negrin Lopez;1931-1933;JUAN;NEGRIN LOPEZ;Palmas (Las);PSOE;Socialista;I;652
Marcelino Pascua Martinez;1931-1933;MARCELINO;PASCUA MARTINEZ;Palmas (Las);PSOE;Socialista;I;698
Jose Antonio Junco Toral;1936-1939;JOSE ANTONIO;JUNCO TORAL;Palmas (Las);PSOE;Socialista;I;465
Juan Negrin Lopez;1936-1939;JUAN;NEGRIN LOPEZ;Palmas (Las);PSOE;Socialista;I;652
Eugenio Arbones Castellanzuelo;1931-1933;EUGENIO;ARBONES CASTELLANZUELO;Pontevedra;PSOE;Socialista;I;74
Enrique Heraclio Botana Perez;1931-1933;ENRIQUE HERACLIO;BOTANA PEREZ;Pontevedra;PSOE;Socialista;I;154
Jose Gomez Osorio;1931-1933;JOSE;GOMEZ OSORIO;Pontevedra;PSOE;Socialista;I;391
Alejandro Otero Fernandez;1931-1933;ALEJANDRO;OTERO FERNANDEZ;Pontevedra;PSOE;Socialista;I;677
Antonio Bilbatua Zubeldia;1936-1939;ANTONIO;BILBATUA ZUBELDIA;Pontevedra;PSOE;Socialista;I;137
Amando Guiance Pampin;1936-1939;AMANDO;GUIANCE PAMPIN;Pontevedra;PSOE;Socialista;I;425
Ignacio Seoane Fernandez;1936-1939;IGNACIO;SEOANE FERNANDEZ;Pontevedra;PSOE;Socialista;I;901
Primitivo Santa Cecilia Rivas;1931-1933;PRIMITIVO;SANTA CECILIA RIVAS;Salamanca;PSOE;Socialista;I;882
Jose Andres Manso;1936-1939;JOSE;ANDRES MANSO;Salamanca;PSOE;Socialista;I;64
Valeriano Casanueva Picazo;1936-1939;VALERIANO;CASANUEVA PICAZO;Salamanca;PSOE;Socialista;I;207
Jose Andres Manso;1933-1936;JOSE;ANDRES MANSO;Salamanca;PSOE;Socialista;I;64
Domingo Perez Trujillo;1931-1933;DOMINGO;PEREZ TRUJILLO;Santa Cruz de Tenerife;PSOE;Socialista;I;725
Emiliano Diaz Castro;1936-1939;EMILIANO;DIAZ CASTRO;Santa Cruz de Tenerife;PSOE;Socialista;I;262
Bruno Alonso Gonzalez;1931-1933;BRUNO;ALONSO GONZALEZ;Santander;PSOE;Socialista;I;40
Bruno Alonso Gonzalez;1936-1939;BRUNO;ALONSO GONZALEZ;Santander;PSOE;Socialista;I;40
Bruno Alonso Gonzalez;1933-1936;BRUNO;ALONSO GONZALEZ;Santander;PSOE;Socialista;I;40
Antonio Ramos Gonzalez;1933-1936;ANTONIO;RAMOS GONZALEZ;Santander;PSOE;Socialista;I;771
Cayetano Redondo Aceña;1931-1933;CAYETANO;REDONDO ACEÑA;Segovia;PSOE;Socialista;I;775
Jose Aceituno De La Camara;1931-1933;JOSE;ACEITUNO DE LA CAMARA;Sevilla;PSOE;Socialista;I;5
Hermenegildo Casas Jimenez;1931-1933;HERMENEGILDO;CASAS JIMENEZ;Sevilla;PSOE;Socialista;I;210
Eladio Fernandez Egocheaga;1931-1933;ELADIO;FERNANDEZ EGOCHEAGA;Sevilla;PSOE;Socialista;I;310
Mariano Moreno Mateo;1931-1933;MARIANO;MORENO MATEO;Sevilla;PSOE;Socialista;I;631
Manuel Olmedo Serrano;1931-1933;MANUEL;OLMEDO SERRANO;Sevilla;PSOE;Socialista;I;665
Manuel Barrios Jimenez;1936-1939;MANUEL;BARRIOS JIMENEZ;Sevilla;PSOE;Socialista;I;114
Victor Alfredo Carretero Rodriguez;1936-1939;VICTOR ALFREDO;CARRETERO RODRIGUEZ;Sevilla;PSOE;Socialista;I;200
Alberto Fernandez Ballesteros;1936-1939;ALBERTO;FERNANDEZ BALLESTEROS;Sevilla;PSOE;Socialista;I;303
Jose Moya Navarro;1936-1939;JOSE;MOYA NAVARRO;Sevilla;PSOE;Socialista;I;639
Amos Ruiz Lecina;1931-1933;AMOS;RUIZ LECINA;Tarragona;PSOE;Socialista;I;836
Amos Ruiz Lecina;1936-1939;AMOS;RUIZ LECINA;Tarragona;PSOE;Socialista;I;836
Amos Ruiz Lecina;1933-1936;AMOS;RUIZ LECINA;Tarragona;PSOE;Socialista;I;836
Domingo Alonso Jimeno;1931-1933;DOMINGO;ALONSO JIMENO;Toledo;PSOE;Socialista;I;41
Fermin Blazquez Nieto;1931-1933;FERMIN;BLAZQUEZ NIETO;Toledo;PSOE;Socialista;I;146
Felix Fernandez Villarrubia;1931-1933;FELIX;FERNANDEZ VILLARRUBIA;Toledo;PSOE;Socialista;I;323
Anastasio De Gracia Villarrubia;1931-1933;ANASTASIO DE;GRACIA VILLARRUBIA;Toledo;PSOE;Socialista;I;415
Manuel Aguillaume Valdes;1933-1936;MANUEL;AGUILLAUME VALDES;Toledo;PSOE;Socialista;I;15
Fermin Blazquez Nieto;1933-1936;FERMIN;BLAZQUEZ NIETO;Toledo;PSOE;Socialista;I;146
Isidro Escandell Ubeda;1931-1933;ISIDRO;ESCANDELL UBEDA;Valencia;PSOE;Socialista;I;282
Pedro Garcia Garcia;1931-1933;PEDRO;GARCIA GARCIA;Valencia;PSOE;Socialista;I;360
Francisco Sanchis Pascual;1931-1933;FRANCISCO;SANCHIS PASCUAL;Valencia;PSOE;Socialista;I;878
Enrique Cerezo Senis;1936-1939;ENRIQUE;CEREZO SENIS;Valencia;PSOE;Socialista;I;225
Isidro Escandell Ubeda;1936-1939;ISIDRO;ESCANDELL UBEDA;Valencia;PSOE;Socialista;I;282
Pedro Garcia Garcia;1936-1939;PEDRO;GARCIA GARCIA;Valencia;PSOE;Socialista;I;360
Manuel Molina Conejero;1936-1939;MANUEL;MOLINA CONEJERO;Valencia;PSOE;Socialista;I;605
Remigio Cabello Toral;1931-1933;REMIGIO;CABELLO TORAL;Valladolid;PSOE;Socialista;I;162
Jose Garrote Tebar;1931-1933;JOSE;GARROTE TEBAR;Valladolid;PSOE;Socialista;I;373
Federico Landrove Lopez;1936-1939;FEDERICO;LANDROVE LOPEZ;Valladolid;PSOE;Socialista;I;475
Eusebio Gonzalez Suarez;1933-1936;EUSEBIO;GONZALEZ SUAREZ;Valladolid;PSOE;Socialista;I;408
Federico Landrove Moiño;1933-1936;FEDERICO;LANDROVE MOIÑO;Valladolid;PSOE;Socialista;I;476
Luis Araquistain Quevedo;1931-1933;LUIS;ARAQUISTAIN QUEVEDO;Vizcaya;PSOE;Socialista;I;71
Indalecio Prieto Tuero;1931-1933;INDALECIO;PRIETO TUERO;Vizcaya;PSOE;Socialista;I;754
Indalecio Prieto Tuero;1936-1939;INDALECIO;PRIETO TUERO;Vizcaya;PSOE;Socialista;I;754
Julian Zugazagoitia Mendieta;1936-1939;JULIAN;ZUGAZAGOITIA MENDIETA;Vizcaya;PSOE;Socialista;I;1024
Indalecio Prieto Tuero;1933-1936;INDALECIO;PRIETO TUERO;Vizcaya;PSOE;Socialista;I;754
Quirino Salvadores Crespo;1931-1933;QUIRINO;SALVADORES CRESPO;Zamora;PSOE;Socialista;I;860
Angel Galarza Gago;1936-1939;ANGEL;GALARZA GAGO;Zamora;PSOE;Socialista;I;345
Manuel Albar Catalan;1931-1933;MANUEL;ALBAR CATALAN;Zaragoza;PSOE;Socialista;I;21
Jose Algora Gorbea;1931-1933;JOSE;ALGORA GORBEA;Zaragoza;PSOE;Socialista;I;33
Eduardo Castillo Blasco;1936-1939;EDUARDO;CASTILLO BLASCO;Zaragoza;PSOE;Socialista;I;215
Rafael Campalans Puig;1931-1933;RAFAEL;CAMPALANS PUIG;Barcelona;USC;Socialista;I;174
Ramon Pla Y Armengol;1936-1939;RAMON;PLA Y ARMENGOL;Barcelona;USC;Socialista;I;743
Pelayo Sala Y Berenguer;1936-1939;PELAYO;SALA Y BERENGUER;Barcelona;USC;Socialista;I;850
Felipe Barjau Riera;1933-1936;FELIPE;BARJAU RIERA;Barcelona;USC;Socialista;I;106
Jaime Comas Jo;1936-1939;JAIME;COMAS JO;Barcelona;USC;Socialista;I;235
Jaime Comas Jo;1933-1936;JAIME;COMAS JO;Barcelona;USC;Socialista;I;235
Juan Comorera Sole;1936-1939;JUAN;COMORERA SOLE;Lérida;USC;Socialista;I;237
